E_3069 E_0000068801 F - 0 - - bonafide bonafide -
E_4451 E_0000077580 F C01 3 E_0005467839 - bonafide bonafide -
E_4608 E_0000078124 M - 0 - - bonafide bonafide -
E_4145 E_0000106887 M - 0 - - bonafide bonafide -
E_1186 E_0000246429 M C01 5 E_0009372673 - bonafide bonafide -
E_5278 E_0000257343 M C04 3 E_0007987487 - bonafide bonafide -
E_2343 E_0000277012 M C01 1 E_0000579438 - bonafide bonafide -
E_3325 E_0000351484 F C04 3 E_0007596806 - bonafide bonafide -
E_3699 E_0000421660 M - 0 - - bonafide bonafide -
E_5356 E_0000430642 F - 0 - - bonafide bonafide -
E_2281 E_0000439319 F C01 3 E_0009539216 - bonafide bonafide -
E_5390 E_0000485164 F C01 3 E_0008895547 - bonafide bonafide -
E_3466 E_0000551472 M - 0 - - bonafide bonafide -
E_2354 E_0000627064 F C01 2 E_0000490403 - bonafide bonafide -
E_1854 E_0000657716 M C01 5 E_0009413356 - bonafide bonafide -
E_4554 E_0000684645 F - 0 - - bonafide bonafide -
E_1139 E_0000688823 M C04 2 E_0009562067 - bonafide bonafide -
E_1115 E_0000704813 M C01 5 E_0006416146 - bonafide bonafide -
E_3441 E_0000709671 F C01 1 E_0009668670 - bonafide bonafide -
E_4512 E_0000735976 F C04 1 E_0008257744 - bonafide bonafide -
E_4414 E_0000736300 F - 0 - - bonafide bonafide -
E_1028 E_0000786443 F C01 1 E_0005262826 - bonafide bonafide -
E_0615 E_0000791113 F C01 4 E_0008667127 - bonafide bonafide -
E_2749 E_0000824730 M C01 3 E_0009537657 - bonafide bonafide -
E_1133 E_0000891828 M - 0 - - bonafide bonafide -
E_2783 E_0000957163 M C01 3 E_0004715005 - bonafide bonafide -
E_5298 E_0001047147 F - 0 - - bonafide bonafide -
E_4561 E_0001060500 F C04 4 E_0009569864 - bonafide bonafide -
E_1170 E_0001164835 F - 0 - - bonafide bonafide -
E_4873 E_0001255274 M C01 1 E_0006759672 - bonafide bonafide -
E_0732 E_0001269259 M C01 5 E_0005251748 - bonafide bonafide -
E_4903 E_0001270528 F - 0 - - bonafide bonafide -
E_2918 E_0001291814 M - 0 - - bonafide bonafide -
E_0954 E_0001292524 F C01 5 E_0006247565 - bonafide bonafide -
E_4632 E_0001316732 M - 0 - - bonafide bonafide -
E_2409 E_0001317040 F - 0 - - bonafide bonafide -
E_3148 E_0001436097 M - 0 - - bonafide bonafide -
E_1889 E_0001436568 M C01 1 E_0009787863 - bonafide bonafide -
E_1791 E_0001438350 F C01 1 E_0007258054 - bonafide bonafide -
E_2918 E_0001443220 M - 0 - - bonafide bonafide -
E_1791 E_0001521738 F C04 3 E_0006359305 - bonafide bonafide -
E_1192 E_0001585210 M C04 5 E_0000814812 - bonafide bonafide -
E_4145 E_0001595909 M C04 5 E_0006720619 - bonafide bonafide -
E_5117 E_0001664811 F C01 2 E_0005534505 - bonafide bonafide -
E_2810 E_0001767450 F - 0 - - bonafide bonafide -
E_4572 E_0001920630 F - 0 - - bonafide bonafide -
E_4869 E_0002000261 M C04 5 E_0004117022 - bonafide bonafide -
E_4460 E_0002018664 F - 0 - - bonafide bonafide -
E_1293 E_0002072198 F C01 2 E_0005821607 - bonafide bonafide -
E_3559 E_0002138252 M C01 5 E_0009963943 - bonafide bonafide -
E_2099 E_0002141439 M C01 1 E_0005627911 - bonafide bonafide -
E_3690 E_0002144931 F C01 3 E_0000932253 - bonafide bonafide -
E_2749 E_0002159850 M C04 3 E_0006534597 - bonafide bonafide -
E_4849 E_0002219449 M C04 4 E_0009608873 - bonafide bonafide -
E_4360 E_0002243055 F - 0 - - bonafide bonafide -
E_3706 E_0002276859 M - 0 - - bonafide bonafide -
E_3909 E_0002283723 F - 0 - - bonafide bonafide -
E_0602 E_0002303766 M - 0 - - bonafide bonafide -
E_4343 E_0002462619 M C04 2 E_0007060956 - bonafide bonafide -
E_1370 E_0002480871 F C04 2 E_0004576975 - bonafide bonafide -
E_2404 E_0002534133 F C04 3 E_0008502531 - bonafide bonafide -
E_3476 E_0002630776 F C04 5 E_0007444803 - bonafide bonafide -
E_4901 E_0002656973 M C01 5 E_0007349197 - bonafide bonafide -
E_4378 E_0002680054 M - 0 - - bonafide bonafide -
E_0310 E_0002725754 M C04 3 E_0002603993 - bonafide bonafide -
E_5108 E_0002859244 F - 0 - - bonafide bonafide -
E_3025 E_0002863972 F - 0 - - bonafide bonafide -
E_5187 E_0002886025 M C04 1 E_0009815912 - bonafide bonafide -
E_2729 E_0002912954 M C01 3 E_0009880165 - bonafide bonafide -
E_3708 E_0002915842 F C04 3 E_0008788467 - bonafide bonafide -
E_4119 E_0003062603 M - 0 - - bonafide bonafide -
E_0180 E_0003093582 M - 0 - - bonafide bonafide -
E_4326 E_0003114464 F C01 2 E_0005411301 - bonafide bonafide -
E_2076 E_0003175356 M - 0 - - bonafide bonafide -
E_1884 E_0003192071 M C04 4 E_0000909618 - bonafide bonafide -
E_3297 E_0003238793 F - 0 - - bonafide bonafide -
E_3000 E_0003245853 M - 0 - - bonafide bonafide -
E_3680 E_0003250772 M C01 1 E_0004980050 - bonafide bonafide -
E_3131 E_0003264376 F - 0 - - bonafide bonafide -
E_4869 E_0003340971 M C04 5 E_0000900226 - bonafide bonafide -
E_0653 E_0003374849 M - 0 - - bonafide bonafide -
E_0371 E_0003386003 F - 0 - - bonafide bonafide -
E_1387 E_0003410016 F C04 2 E_0007552710 - bonafide bonafide -
E_2928 E_0003417392 F C01 5 E_0009009251 - bonafide bonafide -
E_3751 E_0003422207 M - 0 - - bonafide bonafide -
E_2165 E_0003446314 F - 0 - - bonafide bonafide -
E_2958 E_0003451380 F C01 3 E_0009383828 - bonafide bonafide -
E_1439 E_0003469451 M C01 4 E_0007051165 - bonafide bonafide -
E_4119 E_0003598052 M C04 3 E_0001094408 - bonafide bonafide -
E_3687 E_0003614368 F C01 1 E_0006623914 - bonafide bonafide -
E_3982 E_0003617108 F - 0 - - bonafide bonafide -
E_1383 E_0003655472 F C01 3 E_0009673714 - bonafide bonafide -
E_2431 E_0003669179 F C01 4 E_0007853591 - bonafide bonafide -
E_3226 E_0003705828 F C01 3 E_0008705404 - bonafide bonafide -
E_5344 E_0003786480 F C01 3 E_0009516603 - bonafide bonafide -
E_2882 E_0003800280 F - 0 - - bonafide bonafide -
E_0060 E_0003814591 M - 0 - - bonafide bonafide -
E_0379 E_0003840147 F C04 4 E_0001735987 - bonafide bonafide -
E_4774 E_0003858828 F - 0 - - bonafide bonafide -
E_4186 E_0003864715 M C04 1 E_0005746466 - bonafide bonafide -
E_1654 E_0003899938 M - 0 - - bonafide bonafide -
E_4337 E_0003918928 F C04 5 E_0000916798 - bonafide bonafide -
E_5077 E_0003937243 F - 0 - - bonafide bonafide -
E_0089 E_0003974242 M - 0 - - bonafide bonafide -
E_5041 E_0004036220 F - 0 - - bonafide bonafide -
E_5218 E_0004040465 M C01 4 E_0008104146 - bonafide bonafide -
E_2986 E_0004056257 F - 0 - - bonafide bonafide -
E_1621 E_0004130722 M C04 5 E_0003698831 - bonafide bonafide -
E_4428 E_0004142801 F - 0 - - bonafide bonafide -
E_3484 E_0004152212 M - 0 - - bonafide bonafide -
E_5185 E_0004158061 F C04 4 E_0006361485 - bonafide bonafide -
E_2342 E_0004199501 M C04 2 E_0001088783 - bonafide bonafide -
E_2718 E_0004237385 F C04 1 E_0006542417 - bonafide bonafide -
E_4793 E_0004271474 F - 0 - - bonafide bonafide -
E_0266 E_0004291424 M - 0 - - bonafide bonafide -
E_0148 E_0004332877 F - 0 - - bonafide bonafide -
E_4961 E_0004383331 F - 0 - - bonafide bonafide -
E_4720 E_0004395059 M - 0 - - bonafide bonafide -
E_4672 E_0004427089 F - 0 - - bonafide bonafide -
E_2632 E_0004467207 M - 0 - - bonafide bonafide -
E_1684 E_0004539933 F - 0 - - bonafide bonafide -
E_1665 E_0004660757 F - 0 - - bonafide bonafide -
E_1742 E_0004685199 M C01 4 E_0003042113 - bonafide bonafide -
E_0147 E_0004687768 M - 0 - - bonafide bonafide -
E_4570 E_0004799770 F - 0 - - bonafide bonafide -
E_2754 E_0004813037 M - 0 - - bonafide bonafide -
E_4562 E_0004837668 M C01 1 E_0003494018 - bonafide bonafide -
E_3267 E_0004912869 F C04 3 E_0004923123 - bonafide bonafide -
E_0648 E_0004926975 F - 0 - - bonafide bonafide -
E_4760 E_0005073239 M - 0 - - bonafide bonafide -
E_4671 E_0005177117 F C04 2 E_0007840593 - bonafide bonafide -
E_1010 E_0005226072 F C01 1 E_0006590044 - bonafide bonafide -
E_3360 E_0005335968 F - 0 - - bonafide bonafide -
E_4942 E_0005337995 M - 0 - - bonafide bonafide -
E_2926 E_0005411438 F C04 1 E_0001213787 - bonafide bonafide -
E_3750 E_0005414533 F C01 5 E_0005659732 - bonafide bonafide -
E_5411 E_0005439429 M - 0 - - bonafide bonafide -
E_2020 E_0005445065 M C04 4 E_0003827780 - bonafide bonafide -
E_2963 E_0005488466 M C01 2 E_0001389120 - bonafide bonafide -
E_5414 E_0005506690 M - 0 - - bonafide bonafide -
E_4855 E_0005532275 M C04 4 E_0007838194 - bonafide bonafide -
E_0753 E_0005639152 F C01 5 E_0006696333 - bonafide bonafide -
E_2290 E_0005646317 M C01 4 E_0006584811 - bonafide bonafide -
E_2800 E_0005768825 M - 0 - - bonafide bonafide -
E_2560 E_0005838984 F C01 5 E_0009883126 - bonafide bonafide -
E_2038 E_0005870435 M C01 2 E_0005601832 - bonafide bonafide -
E_5258 E_0005904455 M - 0 - - bonafide bonafide -
E_4808 E_0005922616 F - 0 - - bonafide bonafide -
E_0738 E_0005936204 F C01 4 E_0007559254 - bonafide bonafide -
E_3615 E_0005951172 F - 0 - - bonafide bonafide -
E_4704 E_0005990368 F C04 1 E_0006925901 - bonafide bonafide -
E_4397 E_0006009442 F - 0 - - bonafide bonafide -
E_4168 E_0006035457 F - 0 - - bonafide bonafide -
E_3560 E_0006051703 F - 0 - - bonafide bonafide -
E_0150 E_0006117356 F - 0 - - bonafide bonafide -
E_1400 E_0006199198 M - 0 - - bonafide bonafide -
E_1021 E_0006252764 M C01 2 E_0009520290 - bonafide bonafide -
E_0117 E_0006306557 M - 0 - - bonafide bonafide -
E_0876 E_0006307163 F C04 4 E_0000689454 - bonafide bonafide -
E_0611 E_0006322730 M - 0 - - bonafide bonafide -
E_1852 E_0006331990 M - 0 - - bonafide bonafide -
E_3079 E_0006343730 F C04 3 E_0004229714 - bonafide bonafide -
E_4836 E_0006380916 M C04 5 E_0002581613 - bonafide bonafide -
E_3339 E_0006383524 M C04 2 E_0000962774 - bonafide bonafide -
E_1854 E_0006486824 M - 0 - - bonafide bonafide -
E_0357 E_0006493105 F C04 2 E_0009435036 - bonafide bonafide -
E_1707 E_0006549692 M - 0 - - bonafide bonafide -
E_2881 E_0006568546 F - 0 - - bonafide bonafide -
E_5010 E_0006569211 M - 0 - - bonafide bonafide -
E_4554 E_0006572936 F - 0 - - bonafide bonafide -
E_5425 E_0006633663 F C04 1 E_0000709055 - bonafide bonafide -
E_0135 E_0006656507 M C04 5 E_0000545223 - bonafide bonafide -
E_1021 E_0006680030 M - 0 - - bonafide bonafide -
E_3751 E_0006801696 M - 0 - - bonafide bonafide -
E_1832 E_0006839596 F - 0 - - bonafide bonafide -
E_3564 E_0006967861 M C04 5 E_0000228130 - bonafide bonafide -
E_0124 E_0006971268 F C01 5 E_0008206278 - bonafide bonafide -
E_0595 E_0007074049 M C04 1 E_0006712252 - bonafide bonafide -
E_4722 E_0007123817 M - 0 - - bonafide bonafide -
E_5342 E_0007124632 M C01 2 E_0009639773 - bonafide bonafide -
E_1004 E_0007164263 M C04 4 E_0004031423 - bonafide bonafide -
E_1707 E_0007214881 M C01 5 E_0009314054 - bonafide bonafide -
E_0540 E_0007226810 F C04 1 E_0009717053 - bonafide bonafide -
E_4881 E_0007345676 F - 0 - - bonafide bonafide -
E_5258 E_0007401217 M - 0 - - bonafide bonafide -
E_4905 E_0007476941 M - 0 - - bonafide bonafide -
E_3995 E_0007482419 F - 0 - - bonafide bonafide -
E_5118 E_0007501909 F C04 4 E_0002695297 - bonafide bonafide -
E_4783 E_0007526735 M - 0 - - bonafide bonafide -
E_3884 E_0007632384 M C01 2 E_0009812217 - bonafide bonafide -
E_2405 E_0007639374 F C04 3 E_0000708465 - bonafide bonafide -
E_0759 E_0007665319 M C01 1 E_0000339666 - bonafide bonafide -
E_0876 E_0007689277 F - 0 - - bonafide bonafide -
E_3208 E_0007701030 F C04 5 E_0001313736 - bonafide bonafide -
E_2882 E_0007707528 F - 0 - - bonafide bonafide -
E_4784 E_0007728666 F C04 4 E_0009760260 - bonafide bonafide -
E_1758 E_0007728797 F - 0 - - bonafide bonafide -
E_2321 E_0007753686 M - 0 - - bonafide bonafide -
E_3370 E_0007758447 F C04 4 E_0000617584 - bonafide bonafide -
E_1400 E_0007778192 M C04 3 E_0004215892 - bonafide bonafide -
E_4437 E_0007815696 F - 0 - - bonafide bonafide -
E_3904 E_0007824690 M - 0 - - bonafide bonafide -
E_4082 E_0007832397 M - 0 - - bonafide bonafide -
E_2431 E_0007849280 F - 0 - - bonafide bonafide -
E_2799 E_0007905120 F - 0 - - bonafide bonafide -
E_2309 E_0008191312 M C01 2 E_0007622322 - bonafide bonafide -
E_0011 E_0008259657 F - 0 - - bonafide bonafide -
E_0042 E_0008481977 M C04 2 E_0008172074 - bonafide bonafide -
E_2334 E_0008512319 M - 0 - - bonafide bonafide -
E_3640 E_0008529666 F C01 3 E_0000313388 - bonafide bonafide -
E_2290 E_0008530594 M - 0 - - bonafide bonafide -
E_5141 E_0008544902 M C04 5 E_0009938130 - bonafide bonafide -
E_0540 E_0008555812 F - 0 - - bonafide bonafide -
E_0357 E_0008565928 F C01 4 E_0009435036 - bonafide bonafide -
E_3992 E_0008572179 M C04 3 E_0004582347 - bonafide bonafide -
E_2426 E_0008626619 F - 0 - - bonafide bonafide -
E_3874 E_0008638873 F - 0 - - bonafide bonafide -
E_1350 E_0008707522 F - 0 - - bonafide bonafide -
E_4672 E_0008715769 F - 0 - - bonafide bonafide -
E_1241 E_0008793269 F - 0 - - bonafide bonafide -
E_5110 E_0008829513 M - 0 - - bonafide bonafide -
E_4580 E_0008864076 M - 0 - - bonafide bonafide -
E_2333 E_0008881764 M C01 2 E_0004900335 - bonafide bonafide -
E_3548 E_0009026444 M C01 2 E_0009702437 - bonafide bonafide -
E_4041 E_0009031512 F C04 1 E_0005474147 - bonafide bonafide -
E_0759 E_0009138551 M - 0 - - bonafide bonafide -
E_3806 E_0009189716 F - 0 - - bonafide bonafide -
E_2342 E_0009191360 M - 0 - - bonafide bonafide -
