E_3806 E_0000014603 F C01 1 E_0005777251 AC3 A30 spoof -
E_3000 E_0000037116 M C01 5 E_0005952603 AC1 A19 spoof -
E_4119 E_0000109302 M - 0 - AC2 A28 spoof -
E_0089 E_0000168096 M C01 1 E_0004032378 AC1 A19 spoof -
E_4808 E_0000181548 F C01 5 E_0004509573 AC2 A21 spoof -
E_3687 E_0000202886 F C01 2 E_0005305627 AC1 A28 spoof -
E_3806 E_0000227295 F C04 5 E_0007839334 AC2 A28 spoof -
E_4572 E_0000243667 F C01 1 E_0001434345 AC1 A19 spoof -
E_2020 E_0000292439 M - 0 - AC2 A30 spoof -
E_2882 E_0000302173 F C01 5 E_0007467315 AC2 A30 spoof -
E_4903 E_0000382391 F C04 2 E_0006816224 AC1 A28 spoof -
E_4869 E_0000418142 M - 0 - AC3 A19 spoof -
E_0117 E_0000427470 M - 0 - AC1 A28 spoof -
E_4783 E_0000443885 M C04 5 E_0007814976 AC3 A21 spoof -
E_5342 E_0000489018 M C01 4 E_0002198788 AC2 A30 spoof -
E_5118 E_0000540119 F - 0 - AC1 A30 spoof -
E_3339 E_0000562839 M - 0 - AC2 A28 spoof -
E_4869 E_0000571047 M C04 1 E_0008654957 AC2 A19 spoof -
E_0611 E_0000579112 M - 0 - AC1 A28 spoof -
E_4451 E_0000588498 F - 0 - AC2 A21 spoof -
E_2405 E_0000613214 F C01 2 E_0005402937 AC1 A28 spoof -
E_1791 E_0000688876 F - 0 - AC2 A19 spoof -
E_4119 E_0000693450 M - 0 - AC2 A21 spoof -
E_2333 E_0000719088 M C04 5 E_0008213584 AC3 A28 spoof -
E_5258 E_0000740495 M - 0 - AC3 A19 spoof -
E_2155 E_0000797860 M - 0 - AC1 A28 spoof -
E_1133 E_0000841204 M - 0 - AC1 A28 spoof -
E_2296 E_0000853746 F - 0 - AC3 A30 spoof -
E_1170 E_0000860935 F C04 5 E_0005129669 AC1 A19 spoof -
E_5344 E_0000869262 F C01 3 E_0001717273 AC1 A21 spoof -
E_4608 E_0000933854 M C01 1 E_0004956437 AC3 A19 spoof -
E_5118 E_0000960612 F C04 2 E_0002772288 AC2 A28 spoof -
E_1028 E_0001161561 F C04 3 E_0004698113 AC3 A28 spoof -
E_4414 E_0001178823 F C04 3 E_0001223889 AC2 A30 spoof -
E_1594 E_0001239116 M C04 1 E_0005430668 AC3 A19 spoof -
E_3687 E_0001253940 F C04 3 E_0005370341 AC2 A28 spoof -
E_1744 E_0001259916 M - 0 - AC2 A30 spoof -
E_4720 E_0001278849 M - 0 - AC2 A30 spoof -
E_4881 E_0001293097 F C04 5 E_0005833823 AC1 A28 spoof -
E_0371 E_0001326075 F C04 2 E_0005671599 AC2 A30 spoof -
E_4451 E_0001356245 F - 0 - AC1 A19 spoof -
E_2882 E_0001366709 F C01 1 E_0008460165 AC2 A19 spoof -
E_1742 E_0001409042 M C04 1 E_0007522429 AC2 A21 spoof -
E_1028 E_0001478630 F C01 5 E_0008147271 AC2 A21 spoof -
E_0124 E_0001502563 F - 0 - AC3 A21 spoof -
E_1133 E_0001525085 M - 0 - AC1 A30 spoof -
E_3267 E_0001578323 F - 0 - AC1 A28 spoof -
E_3339 E_0001589359 M - 0 - AC3 A28 spoof -
E_4881 E_0001596764 F C01 5 E_0004076066 AC1 A19 spoof -
E_2296 E_0001602811 F C04 2 E_0003731121 AC2 A21 spoof -
E_3687 E_0001621932 F C04 2 E_0000867725 AC3 A19 spoof -
E_4326 E_0001706008 F - 0 - AC2 A28 spoof -
E_1028 E_0001706021 F C01 5 E_0001503763 AC3 A21 spoof -
E_0357 E_0001779618 F C01 2 E_0004948242 AC1 A30 spoof -
E_2333 E_0001786480 M - 0 - AC3 A21 spoof -
E_4836 E_0001811782 M - 0 - AC1 A28 spoof -
E_4041 E_0001821646 F - 0 - AC1 A19 spoof -
E_2754 E_0001830486 M C01 3 E_0003536003 AC1 A28 spoof -
E_1133 E_0001865690 M C01 1 E_0009616674 AC1 A21 spoof -
E_1654 E_0001870600 M C01 5 E_0008120758 AC2 A28 spoof -
E_5258 E_0001878898 M - 0 - AC3 A28 spoof -
E_4561 E_0001886791 F - 0 - AC2 A21 spoof -
E_1791 E_0001908780 F C04 3 E_0007940782 AC1 A21 spoof -
E_4760 E_0001936854 M C04 5 E_0008608986 AC2 A28 spoof -
E_1387 E_0001941524 F C04 2 E_0006558987 AC2 A30 spoof -
E_0011 E_0002119027 F C04 3 E_0004095512 AC1 A19 spoof -
E_1742 E_0002258045 M - 0 - AC3 A28 spoof -
